name,price,profit
Share-MBCK,41.85,12.01
Share-MVUM,19.16,23.4
Share-LJWS,17.6,29.2
Share-FMXA,-6.37,9.23
Share-HFJJ,-5.73,10.65
Share-SHXW,0.0,33.22
Share-JIEN,26.04,29.03
Share-BIDH,23.63,7.51
Share-VVGN,28.79,24.61
Share-RWIW,8.93,18.65
Share-OJKC,29.15,33.19
Share-GMIB,24.22,11.92
Share-WATV,0.0,28.21
Share-JMNJ,0.0,12.37
Share-DIZL,-0.72,18.4
Share-RALV,-6.54,33.97
Share-AVCY,16.83,5.57
Share-AIEB,27.14,7.6
Share-ZVXT,-2.01,34.15
Share-WHHK,15.17,4.1
Share-XHVF,29.05,25.53
Share-KPKI,21.32,12.42
Share-OLPM,0.0,26.39
Share-AOEQ,10.2,0.83
Share-ULSA,-7.74,14.35
Share-GKDH,32.41,36.94
Share-KSGY,28.67,2.45
Share-DVFT,15.51,9.54
Share-AESX,-6.97,10.61
Share-AKKQ,-3.02,22.8
Share-YNGA,-5.21,39.06
Share-QLZZ,32.15,10.56
Share-MOOJ,17.29,19.9
Share-LOZE,-5.0,36.82
Share-VNNW,0.0,17.76
Share-XMYX,0.0,4.21
Share-ZKSM,32.55,23.24
Share-NQNX,35.78,30.98
Share-KEZV,-7.7,4.54
Share-JNBX,0.0,17.87
Share-KWXB,-6.64,34.7
Share-RYXC,-5.69,5.83
Share-TYEE,0.0,17.77
Share-ZOXW,36.05,5.87
Share-RVXK,-6.57,6.07
Share-YFVZ,22.55,39.1
Share-KRRA,15.28,34.9
Share-XJCP,50.88,4.68
Share-DRVS,-3.88,4.77
Share-LRGQ,35.83,5.19
Share-ZWKX,23.65,5.62
Share-IVAK,-1.5,10.34
Share-WKEP,-8.28,26.33
Share-TNLL,-3.14,36.47
Share-WNWL,26.38,35.55
Share-KXMK,0.0,7.59
Share-LBYX,0.0,19.91
Share-ADEW,0.0,11.95
Share-UUEZ,23.22,8.72
Share-GRSD,-6.8,19.54
Share-XGNC,41.86,35.14
Share-YEIX,22.78,3.11
Share-FRHE,26.18,10.75
Share-LXZU,4.24,39.54
Share-SOZE,0.0,30.7
Share-PBOM,31.93,5.7
Share-ROVP,-7.23,21.55
Share-GYCU,0.0,14.93
Share-XZBG,-2.59,34.06
Share-NONY,0.0,1.06
Share-TQMM,10.7,24.3
Share-MEQV,5.49,38.27
Share-USYD,0.0,22.68
Share-BNIN,35.39,21.76
Share-YQGK,0.0,33.94
Share-VUWI,0.0,36.99
Share-LLUK,-1.39,11.51
Share-SSJB,28.35,20.23
Share-KMOS,-5.64,8.46
Share-YRAH,37.34,33.01
Share-SRKH,-8.3,23.07
Share-USJZ,35.49,34.37
Share-QTFR,5.91,3.23
Share-NXMJ,0.0,21.65
Share-DEPW,2.3,10.47
Share-LOMD,18.96,10.14
Share-MALJ,46.37,32.88
Share-ERJT,0.0,21.48
Share-JKFA,29.51,1.92
Share-WNJN,-9.23,1.78
Share-IAAD,36.66,0.54
Share-HKWL,0.0,27.45
Share-WXHZ,-3.48,35.47
Share-BWCA,-1.06,0.22
Share-VOTM,-3.53,10.55
Share-KRWB,-6.96,20.62
Share-BPHH,-7.29,17.88
Share-RTAG,-7.7,37.25
Share-SQDP,0.0,18.07
Share-PSAO,24.82,25.86
Share-JWDZ,2.09,32.2
Share-QRFQ,17.34,0.74
Share-OUKR,40.23,8.29
Share-QWCV,33.57,17.11
Share-QLWT,37.63,38.27
Share-ZOEN,33.47,2.42
Share-TEKS,19.17,0.15
Share-LTYL,39.96,32.04
Share-UABE,43.23,28.73
Share-PLLK,19.94,39.91
Share-POQJ,39.65,10.93
Share-VLSN,0.0,38.14
Share-ZOFA,25.32,39.78
Share-JTVI,-7.64,15.2
Share-FZJS,21.49,31.57
Share-FZOB,-8.42,18.51
Share-XTZL,0.0,27.02
Share-BYNH,-5.62,6.08
Share-LGYC,-7.23,24.8
Share-IYJX,0.0,32.35
Share-GHMF,-6.24,18.28
Share-EGWW,0.0,8.52
Share-FWBE,18.31,39.82
Share-RGUQ,47.79,18.47
Share-EIZB,28.17,0.91
Share-JSMQ,29.86,7.55
Share-TXQH,-0.6,1.26
Share-IRUN,20.34,21.38
Share-MBQU,51.46,35.78
Share-ZGFP,11.69,31.0
Share-OESN,-2.93,6.99
Share-IXCI,26.32,39.4
Share-HYAJ,0.0,0.73
Share-NJGR,31.15,36.69
Share-JSJH,28.84,34.45
Share-ICHU,28.94,11.52
Share-EXMW,-1.03,17.71
Share-AXIW,0.0,35.21
Share-GYES,12.71,25.9
Share-KHIC,-2.58,38.77
Share-ECAQ,31.66,39.49
Share-SXXV,0.0,11.1
Share-NDMH,23.12,19.79
